Using HT bins:  400-500-800-1000-99999	 Using MET bins: 125-150-250-350-99999
trigeff_val_0L_M1_H2  	0.722222
trigeff_err_0L_M1_H2  	0.105819
trigeff_val_0L_M1_H3  	1
trigeff_err_0L_M1_H3  	0.01
trigeff_val_0L_M1_H4  	1
trigeff_err_0L_M1_H4  	0.01
trigeff_val_0L_M2_H1  	0.757576
trigeff_err_0L_M2_H1  	0.0554178
trigeff_val_0L_M2_H2  	0.833333
trigeff_err_0L_M2_H2  	0.0513951
trigeff_val_0L_M2_H3  	1
trigeff_err_0L_M2_H3  	0.01
trigeff_val_0L_M2_H4  	1
trigeff_err_0L_M2_H4  	0.01
trigeff_val_0L_M3_H1  	1
trigeff_err_0L_M3_H1  	0.01
trigeff_val_0L_M3_H2  	1
trigeff_err_0L_M3_H2  	0.01
trigeff_val_0L_M3_H3  	1
trigeff_err_0L_M3_H3  	0.01
trigeff_val_0L_M3_H4  	1
trigeff_err_0L_M3_H4  	0.01
trigeff_val_0L_M4_H1  	1
trigeff_err_0L_M4_H1  	0.01
trigeff_val_0L_M4_H2  	1
trigeff_err_0L_M4_H2  	0.01
trigeff_val_0L_M4_H3  	1
trigeff_err_0L_M4_H3  	0.01
trigeff_val_0L_M4_H4  	1
trigeff_err_0L_M4_H4  	0.01
trigeff_val_1L_M1_H1  	0.906515
trigeff_err_1L_M1_H1  	0.1209
trigeff_val_1L_M1_H2  	0.987776
trigeff_err_1L_M1_H2  	0.0343369
trigeff_val_1L_M1_H3  	0.999283
trigeff_err_1L_M1_H3  	0.0100203
trigeff_val_1L_M1_H4  	1
trigeff_err_1L_M1_H4  	0.01
trigeff_val_1L_M2_H1  	0.955593
trigeff_err_1L_M2_H1  	0.0951017
trigeff_val_1L_M2_H2  	0.993455
trigeff_err_1L_M2_H2  	0.0336462
trigeff_val_1L_M2_H3  	0.998782
trigeff_err_1L_M2_H3  	0.0100273
trigeff_val_1L_M2_H4  	1
trigeff_err_1L_M2_H4  	0.01
trigeff_val_1L_M3_H1  	1
trigeff_err_1L_M3_H1  	0.01
trigeff_val_1L_M3_H2  	1
trigeff_err_1L_M3_H2  	0.01
trigeff_val_1L_M3_H3  	0.994101
trigeff_err_1L_M3_H3  	0.0115714
trigeff_val_1L_M3_H4  	1
trigeff_err_1L_M3_H4  	0.01
trigeff_val_1L_M4_H1  	1
trigeff_err_1L_M4_H1  	0.01
trigeff_val_1L_M4_H2  	1
trigeff_err_1L_M4_H2  	0.01
trigeff_val_1L_M4_H3  	1
trigeff_err_1L_M4_H3  	0.01
trigeff_val_1L_M4_H4  	1
trigeff_err_1L_M4_H4  	0.01
GU_luminosity   0.044
GU_metcleaning  0.031
GU_JER          0.020
GU_unclMET      0.010
SFqcd_met3       1.49
SFqcd_met3_err   0.15
SFqcd_met4       2.14
SFqcd_met4_err   0.48
SFqcd_nb3        0.79
SFqcd_nb3_err    0.18
sl_frac_2b_val_M1_H1   	0.621941
sl_frac_2b_err_M1_H1   	0.01
sl_frac_3b_val_M1_H1   	0.0526732
sl_frac_3b_err_M1_H1   	0.01
sl_frac_2b_val_M1_H2   	0.544568
sl_frac_2b_err_M1_H2   	0.01
sl_frac_3b_val_M1_H2   	0.058273
sl_frac_3b_err_M1_H2   	0.01
sl_frac_2b_val_M1_H3   	0.467288
sl_frac_2b_err_M1_H3   	0.01
sl_frac_3b_val_M1_H3   	0.0520174
sl_frac_3b_err_M1_H3   	0.01
sl_frac_2b_val_M1_H4   	0.454484
sl_frac_2b_err_M1_H4   	0.01
sl_frac_3b_val_M1_H4   	0.0559198
sl_frac_3b_err_M1_H4   	0.01
sl_frac_2b_val_M2_H1   	0.530077
sl_frac_2b_err_M2_H1   	0.01
sl_frac_3b_val_M2_H1   	0.0454017
sl_frac_3b_err_M2_H1   	0.01
sl_frac_2b_val_M2_H2   	0.541856
sl_frac_2b_err_M2_H2   	0.01
sl_frac_3b_val_M2_H2   	0.052282
sl_frac_3b_err_M2_H2   	0.01
sl_frac_2b_val_M2_H3   	0.497289
sl_frac_2b_err_M2_H3   	0.01
sl_frac_3b_val_M2_H3   	0.0508603
sl_frac_3b_err_M2_H3   	0.01
sl_frac_2b_val_M2_H4   	0.454869
sl_frac_2b_err_M2_H4   	0.01
sl_frac_3b_val_M2_H4   	0.0541607
sl_frac_3b_err_M2_H4   	0.01
sl_frac_2b_val_M3_H1   	0.408467
sl_frac_2b_err_M3_H1   	0.01
sl_frac_3b_val_M3_H1   	0.0309387
sl_frac_3b_err_M3_H1   	0.01
sl_frac_2b_val_M3_H2   	0.511048
sl_frac_2b_err_M3_H2   	0.01
sl_frac_3b_val_M3_H2   	0.0410242
sl_frac_3b_err_M3_H2   	0.01
sl_frac_2b_val_M3_H3   	0.450839
sl_frac_2b_err_M3_H3   	0.01
sl_frac_3b_val_M3_H3   	0.0670774
sl_frac_3b_err_M3_H3   	0.01
sl_frac_2b_val_M3_H4   	0.432873
sl_frac_2b_err_M3_H4   	0.01
sl_frac_3b_val_M3_H4   	0.0593354
sl_frac_3b_err_M3_H4   	0.01
sl_frac_2b_val_M4_H1   	0.157552
sl_frac_2b_err_M4_H1   	0.01
sl_frac_3b_val_M4_H1   	0.014997
sl_frac_3b_err_M4_H1   	0.01
sl_frac_2b_val_M4_H2   	0.37901
sl_frac_2b_err_M4_H2   	0.01
sl_frac_3b_val_M4_H2   	0.0351107
sl_frac_3b_err_M4_H2   	0.01
sl_frac_2b_val_M4_H3   	0.447996
sl_frac_2b_err_M4_H3   	0.01
sl_frac_3b_val_M4_H3   	0.057428
sl_frac_3b_err_M4_H3   	0.01
sl_frac_2b_val_M4_H4   	0.425215
sl_frac_2b_err_M4_H4   	0.01
sl_frac_3b_val_M4_H4   	0.0524363
sl_frac_3b_err_M4_H4   	0.01
